PATH,ORIGINAL,PATH_QUALTRICS,,NUMBER_QUALTRICS,IS_TRAP
https://storage.cloud.google.com/gender_mooneys/,U0336.bmp,https://storage.cloud.google.com/gender_mooneys/U0336.bmp,,203,no
https://storage.cloud.google.com/gender_mooneys/,U0337.bmp,https://storage.cloud.google.com/gender_mooneys/U0337.bmp,,204,no
https://storage.cloud.google.com/gender_mooneys/,U0340.bmp,https://storage.cloud.google.com/gender_mooneys/U0340.bmp,,205,no
https://storage.cloud.google.com/gender_mooneys/,U0346.bmp,https://storage.cloud.google.com/gender_mooneys/U0346.bmp,,206,no
https://storage.cloud.google.com/gender_mooneys/,U0348.bmp,https://storage.cloud.google.com/gender_mooneys/U0348.bmp,,207,no
https://storage.cloud.google.com/gender_mooneys/,U0355.bmp,https://storage.cloud.google.com/gender_mooneys/U0355.bmp,,208,no
https://storage.cloud.google.com/gender_mooneys/,U0356.bmp,https://storage.cloud.google.com/gender_mooneys/U0356.bmp,,209,no
https://storage.cloud.google.com/gender_mooneys/,U0357.bmp,https://storage.cloud.google.com/gender_mooneys/U0357.bmp,,210,no
https://storage.cloud.google.com/gender_mooneys/,U0359.bmp,https://storage.cloud.google.com/gender_mooneys/U0359.bmp,,211,no
https://storage.cloud.google.com/gender_mooneys/,U0361.bmp,https://storage.cloud.google.com/gender_mooneys/U0361.bmp,,212,no
https://storage.cloud.google.com/gender_mooneys/,U0362.bmp,https://storage.cloud.google.com/gender_mooneys/U0362.bmp,,213,no
https://storage.cloud.google.com/gender_mooneys/,U0363.bmp,https://storage.cloud.google.com/gender_mooneys/U0363.bmp,,214,no
